GEOID,Population 2010,Population 2011,Population 2012,Population 2013,Population 2014,Population  2015,Population 2016,Population 2017,Population 2018,Population 2019,Population 2020,Population 2021,Population 2022,Population 2023,Housing Units 2010,Housing Units 2011,Housing Units 2012,Housing Units 2013,Housing Units 2014,Housing Units 2015,Housing Units 2016,Housing Units 2017,Housing Units 2018,Housing Units 2019,Housing Units 2020,Housing Units 2021,Housing Units 2022,Housing Units 2023,Population 2024,Housing Units 2024,Population Density (people per acre for most recent year),Housing Unit Density (units per acre for most recent year),Population 2025,Housing Units 2025,Shape__Area,New Units Permitted
530330000000000.0,81.995,79.492,76.727,74.223,71.69,69.414,67.196,64.811,62.412,59.767,57.296,57.323,56.87,56.75,16.001,16.021,16.009,16.007,16.006,15.999,16.003,16.007,15.994,15.994,16,16.0,16.0,16.0,56.722,16.0,52.60447452,14.90432157,56.454,15.995,46746.95164,119157
530330000000000.0,83.995,85.644,87.015,88.767,90.433,92.665,95.121,103.438,105.582,107.266,109.076,109.165,108.253,107.954,44.002,44.026,43.96,43.923,43.888,43.836,43.814,47.116,47.047,47.016,47,47.0,47.0,47.0,107.957,47.0,48.85500713,21.36383825,107.48,47.0,95828.24722,119157
530330000000000.0,12.987,12.46,11.892,11.378,10.849,10.395,9.968,9.664,9.199,8.663,8.149,39.01,38.727,38.586,5.993,5.801,5.597,5.397,5.198,4.996,4.798,4.6,4.397,4.198,4,22.806,22.806,22.806,38.635,22.806,26.03125852,15.42838644,38.479,22.806,64378.31625,119157
530330000000000.0,70.996,70.3,69.504,69.287,69.213,69.851,72.771,73.74,73.532,72.836,72.258,72.363,91.676,91.334,46.002,45.662,45.229,44.825,44.424,44.007,44.64,44.213,43.781,43.383,43,43.0,55.224,55.224,91.464,55.224,55.96124281,33.92282931,91.101,55.224,70906.15173,119157
530330000000000.0,40.998,39.681,38.235,36.945,35.624,34.499,33.44,32.589,31.417,30.058,28.778,28.813,28.597,28.502,15.001,15.02,15.008,15.007,15.006,14.999,15.003,15.006,14.995,14.995,15,15.0,15.0,15.0,28.526,15.0,14.01696472,7.400981053,28.409,15.0,88284.90259,119157
530330000000000.0,34.998,33.648,32.189,30.869,29.518,28.353,27.256,26.442,25.245,28.435,28.599,28.64,28.422,35.108,15.001,15.071,15.111,15.16,15.211,15.255,15.31,15.365,15.404,17.337,18,18.0,18.0,21.712,37.431,23.129,9.793697345,6.07711611,37.274,23.129,165781.1384,119157
530330000000000.0,64.996,63.675,62.262,61.333,60.563,60.317,60.596,60.176,59.122,57.737,56.401,56.449,58.507,57.849,29.001,28.94,28.82,28.718,28.618,28.508,28.414,28.322,28.202,28.104,28,27.996,29.525,29.406,60.096,30.781,8.65137619,4.451035766,59.805,30.769,301097.6001,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.991,0.993,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.964,0.0,0.053023078,0.0,0.989,0.0,812469.3343,119157
530330000000000.0,45.997,46.504,46.943,47.731,48.643,49.93,51.605,52.244,52.917,53.389,53.906,53.95,53.126,52.984,20.001,20.135,20.228,20.333,20.441,20.54,20.653,20.693,20.785,20.894,21,21.0,20.919,20.919,52.993,20.919,9.303501402,3.688629208,52.747,20.913,246944.8969,119157
530330000000000.0,72.996,73.286,73.336,73.681,73.969,73.914,74.731,75.832,76.399,76.662,77.151,77.216,76.413,76.185,29.001,29.049,29.037,29.043,29.052,28.904,28.921,28.938,28.925,28.936,29,29.0,28.955,28.95,76.204,28.95,16.66554275,6.35856109,75.848,28.939,198235.3033,119157
530330000000000.0,38.998,39.229,39.398,39.867,40.428,41.327,42.557,43.383,43.795,44.013,44.242,44.254,43.91,43.785,19.001,19.026,19.013,19.012,19.012,19.005,19.011,19.016,19.003,19.004,19,18.994,18.994,18.994,46.078,20.411,10.56543587,4.699612342,45.887,20.411,189174.5092,119157
530330000000000.0,123.993,121.731,119.304,117.893,116.74,116.827,118.087,118.824,188.405,193.915,191.985,192.331,190.824,187.721,82.004,84.765,87.355,89.998,92.647,95.26,97.936,100.577,151.64,154.294,157,157.0,157.0,156.07,186.98,155.614,52.66628705,44.02905106,186.141,155.614,153950.4906,119157
530330000000000.0,7.014,7.566,8.112,8.733,9.378,10.117,10.949,11.684,12.291,12.844,13.413,13.435,13.34,13.286,8.0,8.111,8.205,8.304,8.404,8.501,8.603,8.705,8.798,8.899,9,9.0,9.0,9.0,13.309,9.0,2.043564515,1.388093203,13.244,8.996,282295.7831,119157
530330000000000.0,21.999,22.08,23.825,24.044,24.119,24.32,24.569,24.898,25.065,25.13,25.241,24.576,24.383,24.313,8.0,8.196,9.528,9.712,9.896,10.076,10.263,10.45,10.627,10.811,11,10.85,10.85,10.85,24.32,10.85,16.36719591,7.332730846,24.218,10.85,64454.17648,119157
530330000000000.0,26.998,27.723,28.404,29.308,30.259,31.494,32.983,34.302,35.2,35.938,36.715,36.749,36.465,36.36,17.001,16.923,16.81,16.708,16.605,16.498,16.402,16.306,16.194,16.094,16,16.0,16.0,16.0,36.372,16.0,24.47915613,10.81324364,36.221,16.0,64451.30298,119157
530330000000000.0,37.998,41.78,45.535,49.688,54.019,58.797,64.082,68.298,72.257,75.997,79.836,79.856,79.23,79.011,34.002,33.946,33.822,33.719,33.618,33.505,33.414,33.323,33.198,33.1,33,32.99,32.99,32.99,79.025,32.99,26.96518572,11.42714784,80.432,34.085,129921.5254,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19154.12729,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.947,5.959,5.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.785,0.0,0.134211531,0.0,5.935,0.0,1926159.135,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96106.0629,119157
530330000000000.0,19.999,22.362,24.692,29.489,32.079,34.929,38.018,40.815,43.326,45.72,48.186,48.223,47.851,47.714,16.001,16.423,16.812,18.182,18.582,18.976,19.382,19.787,20.173,20.575,21,20.998,20.998,20.998,47.73,20.998,27.97942254,12.36195998,47.519,20.995,73979.30133,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115771.1086,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21562.11996,119157
530330000000000.0,39.034,42.219,43.251,44.614,46.064,47.917,50.142,54.308,56.224,57.34,58.743,63.902,62.777,62.593,23.001,23.787,23.628,23.484,23.342,23.191,23.056,23.847,24.18,24.039,24,27.134,26.978,26.978,62.515,26.978,18.84313751,8.149902426,62.375,26.978,144189.9193,119157
530330000000000.0,14.977,13.495,11.972,10.487,8.997,7.501,6.012,4.473,2.983,1.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142948.9114,119157
530330000000000.0,20.999,21.131,21.194,21.346,21.479,21.728,22.025,22.44,22.663,22.807,22.967,22.92,22.809,22.75,9.0,8.812,8.605,8.404,8.203,8.0,7.802,7.603,7.397,7.198,7,7.0,6.999,6.999,22.422,6.967,7.532666052,2.331819288,22.435,6.945,129728.6544,119157
530330000000000.0,11.999,12.044,12.05,12.108,12.155,12.279,12.432,12.682,12.789,12.835,12.899,12.915,12.812,12.769,6.0,6.108,6.203,6.303,6.402,6.5,6.601,6.703,6.798,6.898,7,7.0,6.999,6.999,12.667,6.968,3.770749839,2.089447167,12.537,6.947,144822.8336,119157
530330000000000.0,26.998,27.325,27.609,28.105,28.666,31.573,32.664,33.449,33.917,34.238,34.779,34.779,34.498,34.399,14.001,14.025,14.02,14.024,14.029,14.899,14.908,14.918,14.912,14.918,15,14.993,14.99,14.99,34.328,14.972,14.43884705,6.344283911,33.963,14.923,102459.6489,119157
530330000000000.0,78.996,80.088,81.084,82.85,84.746,87.728,91.661,96.176,98.158,99.365,100.683,100.903,99.193,98.7,87.004,87.116,87.049,87.039,87.035,86.995,87.016,87.036,86.968,86.97,87,87.0,86.551,86.551,98.977,86.551,47.84220629,42.14270437,97.934,86.267,89176.87949,119157
530330000000000.0,91.995,92.881,93.464,94.443,95.308,96.756,98.427,100.69,102.015,102.863,103.892,103.988,108.266,107.869,43.002,43.059,43.028,43.025,43.017,42.998,43.01,43.021,42.99,42.983,43,43.0,45.623,45.604,107.915,45.604,11.22327348,4.761793758,107.486,45.604,417148.1273,119157
530330000000000.0,90.995,90.249,89.374,89.212,89.263,90.13,91.801,92.68,92.404,91.612,90.893,91.007,90.35,90.044,49.002,48.968,48.832,48.729,48.629,48.51,48.425,48.336,48.201,48.104,48,48.0,48.0,48.0,90.137,48.0,17.41636181,9.311591427,89.779,48.0,224531.8304,119157
530330000000000.0,13.61,14.212,14.789,15.469,16.184,17.012,17.951,18.671,19.32,19.92,20.541,20.55,20.398,20.348,5.556,5.708,5.848,5.992,6.136,6.278,6.424,6.569,6.709,6.853,7,6.999,6.999,6.999,20.349,6.999,10.08147604,3.486192473,20.211,6.989,87324.8067,119157
530330000000000.0,50.997,50.533,49.992,49.822,49.781,50.13,50.882,50.937,50.651,50.139,49.722,49.762,49.359,49.227,20.001,20.027,20.012,20.01,20.01,20.002,20.007,20.007,19.992,19.993,20,20.0,19.999,19.999,49.23,19.999,9.877162222,4.032128848,48.958,19.986,215901.6678,119157
530330000000000.0,110.994,107.897,104.627,102.135,99.889,97.31,94.892,93.113,90.411,87.198,83.982,84.08,93.533,93.226,43.002,43.162,43.234,43.333,43.435,43.521,43.629,43.744,43.814,43.919,44,44.0,49.246,49.246,93.147,49.206,9.07994132,4.817644257,92.721,49.196,444788.4677,119157
530330000000000.0,28.998,28.014,26.99,26.192,25.457,24.975,24.751,24.366,23.542,22.536,21.585,21.624,21.468,21.256,16.001,16.021,16.009,16.007,16.007,15.999,16.003,16.006,15.994,15.994,16,16.0,16.0,15.955,21.268,15.944,11.19711416,8.43289109,21.161,15.937,82318.7944,119157
530330000000000.0,27.998,28.291,28.54,29.007,29.54,30.322,31.344,32.057,32.482,32.766,32.881,32.906,32.636,32.55,14.001,13.924,13.818,13.721,13.626,13.525,13.433,13.34,13.235,13.14,13,13.0,12.999,12.999,32.55,12.999,16.38946476,6.577660806,32.367,12.99,86016.88614,119157
530330000000000.0,77.996,69.842,73.501,74.887,73.418,75.579,78.365,79.962,81.118,81.956,83.127,90.981,90.041,89.787,34.002,32.205,33.538,33.672,33.11,33.235,33.381,33.527,33.639,33.778,34,38.248,38.196,38.196,89.684,38.168,20.7254653,8.864542652,89.158,38.134,187372.7017,119157
530330000000000.0,173.99,175.351,179.933,182.552,188.544,193.509,200.264,278.828,289.815,291.311,292.923,293.415,291.396,286.88,129.006,130.303,133.641,134.755,137.853,138.923,140.087,192.777,193.756,194.888,196,196.0,196.0,194.878,286.151,194.451,79.3821664,54.15796826,285.017,194.451,156386.406,119157
530330000000000.0,93.995,91.329,88.362,85.727,83.039,82.38,80.204,78.198,75.776,72.986,70.367,70.419,69.865,71.814,27.001,26.83,26.605,26.396,26.189,27.028,26.829,26.63,26.404,26.199,26,26.0,26.0,27.315,71.814,27.315,17.54645935,6.709106678,71.359,27.285,177146.6404,119157
530330000000000.0,37.998,37.148,36.178,35.361,34.512,29.018,28.99,35.743,35.071,34.193,33.569,33.615,32.874,32.756,16.001,16.063,16.092,16.132,16.173,15.192,15.237,18.81,18.837,18.879,19,19.0,18.858,18.858,41.918,24.526,21.21715547,12.46429747,41.749,24.526,85709.87308,119157
530330000000000.0,36.998,36.782,36.512,36.524,36.622,37.038,37.767,38.135,40.392,40.158,39.992,40.019,39.717,39.56,18.001,17.883,17.729,17.586,17.444,17.296,17.159,17.022,18.275,18.134,18,17.997,17.997,17.988,39.439,17.956,16.45811005,7.523851113,39.278,17.956,103951.0219,119157
530330000000000.0,11.999,13.68,15.316,18.796,20.598,22.412,24.275,26.234,28.011,29.727,31.452,31.329,33.589,33.48,8.0,8.595,9.171,10.923,11.506,12.084,12.67,13.256,13.829,14.412,15,14.962,16.491,16.491,33.415,16.467,17.37210143,8.609062503,33.17,16.438,83173.9807,119157
530330000000000.0,41.998,42.49,42.916,43.658,44.503,45.678,47.211,48.187,48.842,46.167,48.025,48.064,47.691,47.563,18.001,18.133,18.228,18.334,18.442,18.54,18.653,18.766,18.86,18.342,19,19.0,19.0,19.0,47.569,19.0,15.98530225,6.411262593,47.373,19.0,129091.9702,119157
530330000000000.0,23.999,24.732,25.383,26.137,26.871,27.741,28.665,20.744,23.596,24.319,25.276,25.297,25.1,25.033,10.0,10.102,10.182,10.269,10.356,10.439,10.53,8.808,9.739,9.827,10,10.0,10.0,10.0,25.037,10.0,6.030619074,2.41863282,24.934,10.0,180098.7571,119157
530330000000000.0,102.994,103.628,103.922,104.632,105.264,106.453,107.844,109.545,110.575,111.177,111.533,111.574,110.721,110.438,41.002,41.064,41.042,41.047,41.055,41.046,41.065,41.068,41.046,41.056,41,40.992,40.992,40.992,110.445,40.992,12.30084864,4.600569205,109.21,40.845,386725.733,119157
530330000000000.0,86.995,88.834,88.904,89.623,90.541,92.161,93.009,94.216,94.753,94.905,95.211,95.284,94.523,96.408,35.002,36.021,35.886,35.774,35.662,35.536,35.437,35.337,35.202,35.095,35,35.0,34.994,36.309,96.417,36.309,11.23390425,4.257072057,95.604,36.229,370705.3591,119157
530330000000000.0,95.995,96.064,95.996,96.679,97.517,99.282,101.889,103.42,103.933,103.944,104.119,104.198,103.334,103.008,49.002,49.168,49.233,49.329,49.408,49.489,49.604,49.717,49.781,49.884,50,49.991,49.966,49.966,103.087,49.966,22.91750222,11.15387145,114.971,55.956,218521.2225,119157
530330000000000.0,48.997,49.37,49.581,52.279,52.655,53.299,54.09,55.092,55.695,56.062,56.545,56.591,56.162,56.011,22.001,21.933,21.821,22.693,22.596,22.482,22.392,22.283,22.17,22.074,22,22.0,22.0,22.0,70.139,29.794,13.9735725,5.961313113,69.822,29.787,217651.4707,119157
530330000000000.0,62.996,62.42,61.747,61.536,61.476,61.913,61.782,61.958,61.618,60.987,59.63,59.642,61.689,61.495,26.001,26.051,26.047,26.061,26.076,26.081,26.104,26.126,26.122,26.139,26,25.996,27.525,27.522,61.443,27.522,13.18874303,5.942973901,60.862,27.425,201003.8665,119157
530330000000000.0,60.997,59.948,58.813,58.149,57.623,57.634,58.173,50.8,57.447,56.353,55.297,55.39,55.009,54.784,32.002,32.255,32.442,32.65,32.86,33.058,33.277,31.685,36.585,36.797,37,37.0,37.0,37.0,54.886,37.0,34.8418406,23.58010832,54.671,37.0,68348.44034,119157
530330000000000.0,29.998,30.032,29.968,30.031,30.067,30.284,30.569,31.065,31.242,31.272,31.35,31.381,31.037,30.946,14.001,14.019,14.008,14.006,14.005,13.999,14.003,14.006,13.995,13.995,14,14.0,13.976,13.976,76.277,13.976,19.19491978,3.706590566,72.376,13.976,164236.4032,119157
530330000000000.0,70.996,73.138,73.077,73.55,74.197,75.419,75.98,76.795,77.106,77.104,77.37,77.43,76.783,76.584,28.001,28.939,28.922,28.924,28.926,28.919,28.931,28.941,28.924,28.929,29,29.0,28.99,28.99,76.59,28.99,19.18402593,7.290930817,76.279,28.99,173186.3192,119157
530330000000000.0,16.999,17.698,18.34,19.064,19.769,20.602,21.488,22.531,23.337,24.053,24.789,24.81,24.616,24.549,10.0,10.013,10.006,10.004,10.004,10.0,10.002,10.004,9.996,9.997,10,10.0,10.0,10.0,24.508,9.991,9.98052797,4.086122471,24.401,9.99,106490.4114,119157
530330000000000.0,52.997,52.787,52.499,52.608,52.857,53.524,54.627,54.98,54.956,54.694,54.536,54.581,54.154,54.007,22.001,22.029,22.012,22.01,22.009,21.999,22.004,22.009,21.992,21.992,22,22.0,22.0,22.0,53.916,21.98,12.28751961,5.030645393,53.682,21.978,190291.686,119157
530330000000000.0,58.997,59.755,60.423,61.54,62.797,64.56,66.821,68.316,70.466,71.197,72.033,72.089,71.537,71.329,27.001,26.966,26.875,26.801,26.728,26.646,26.583,26.517,27.13,27.061,27,27.0,27.0,26.996,69.517,26.652,17.30845521,6.663175242,69.232,26.652,174220.6083,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,334.131,539.77,334.131,210.5254287,130.8477051,537.595,334.131,111232.8179,119157
530330000000000.0,48.997,47.362,45.657,44.294,43.063,42.165,41.635,40.384,38.877,37.161,35.549,35.585,34.788,34.684,16.001,16.021,16.009,16.007,16.007,16.0,16.004,16.006,15.994,15.994,16,16.0,15.88,15.88,34.701,15.88,15.3839304,7.068978118,34.559,15.88,97848.64417,119157
530330000000000.0,155.991,152.279,148.34,145.531,143.106,141.802,141.788,139.923,136.776,129.085,116.991,127.04,126.002,125.568,62.003,62.714,63.297,63.921,64.549,65.14,65.786,66.432,67.011,66.938,66,72.048,72.035,72.035,125.681,72.035,27.5258031,15.90447306,130.356,75.32,206282.9481,119157
530330000000000.0,245.986,242.887,239.463,238.0,237.152,238.528,259.611,261.347,300.836,301.762,302.456,319.844,337.288,336.004,138.007,139.132,139.973,140.904,141.845,142.731,154.938,155.92,184.885,185.834,189,199.327,211.56,211.555,336.45,211.555,68.66396618,43.35507732,335.052,211.555,212542.6972,119157
530330000000000.0,377.979,360.041,341.62,471.189,476.448,468.334,465.118,540.142,631.002,622.539,604.914,670.142,671.53,671.116,220.011,212.95,205.451,305.222,298.859,291.398,284.134,334.207,392.744,385.419,378,421.88,421.88,423.186,672.009,423.186,136.882541,86.55916029,669.216,423.186,212950.3883,119157
530330000000000.0,292.984,297.234,301.009,308.707,315.388,326.019,337.379,354.721,342.327,347.904,352.684,352.862,352.561,368.807,112.005,110.815,109.397,109.22,107.882,107.558,106.252,111.591,106.911,106.208,105,105.0,106.094,116.615,486.797,198.804,100.8463906,40.25876933,497.995,198.804,215091.889,119157
530330000000000.0,30.998,31.328,31.558,31.956,32.305,32.936,33.688,35.028,35.634,36.005,36.412,36.467,36.212,36.061,24.001,23.832,23.613,23.41,23.209,22.999,22.805,22.609,22.392,22.192,22,22.0,22.0,21.996,36.115,21.996,3.675534464,2.24994895,35.892,21.971,425346.8649,119157
530330000000000.0,31.998,32.0,31.897,31.932,31.936,32.135,32.406,32.906,33.061,33.059,32.67,32.694,32.441,32.34,15.001,15.03,15.028,15.036,15.045,15.049,15.062,15.076,15.074,15.084,15,14.998,14.998,14.997,32.355,14.997,11.04913075,5.16213454,31.98,14.941,126069.5127,119157
530330000000000.0,65.996,65.703,65.306,65.391,65.637,66.395,66.552,66.952,66.888,67.783,68.291,68.344,67.783,67.604,26.001,26.028,26.002,25.993,25.986,25.968,25.969,25.966,25.94,26.69,27,27.0,26.998,26.998,67.604,26.998,15.9571805,6.404140214,67.226,26.98,183500.9168,119157
530330000000000.0,54.997,54.907,54.638,54.598,54.512,54.739,55.083,55.661,57.875,57.769,57.937,57.988,57.527,57.367,24.001,23.941,23.832,23.739,23.647,23.546,23.462,23.357,24.098,24.008,24,24.0,23.997,23.997,57.382,23.997,13.9866308,5.963276416,61.824,26.359,192534.0472,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164730.0561,119157
530330000000000.0,42.998,43.323,43.506,43.86,44.168,44.715,45.338,46.076,46.552,46.862,50.368,50.416,50.049,49.844,16.001,16.393,16.752,17.122,17.489,17.853,18.229,18.605,18.961,19.334,21,21.0,21.0,20.987,49.816,20.976,15.31490716,6.473982639,49.621,20.976,141123.8487,119157
530330000000000.0,176.99,184.102,190.929,199.217,207.874,214.931,239.395,250.144,258.366,265.575,273.426,273.688,274.164,273.379,109.005,109.156,109.084,109.081,109.08,108.026,113.824,113.86,113.783,113.795,114,114.0,115.523,115.523,273.511,115.523,55.64075296,23.59348957,272.439,115.523,213273.3118,119157
530330000000000.0,14.013,16.513,18.985,21.587,24.219,27.031,29.995,32.792,35.398,37.944,40.439,40.399,40.128,40.036,11.001,11.017,11.01,11.011,11.012,11.01,11.014,11.019,11.012,11.014,11,11.0,10.995,10.995,39.842,10.995,2.429441754,0.669735034,39.884,10.995,715093.0653,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177836.8183,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15166.55283,119157
530330000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141610.2655,119157
530330000000000.0,1.0,0.892,0.781,0.675,0.567,0.471,0.378,0.31,0.214,0.106,0.0,0.0,0.0,0.0,1.0,0.902,0.802,0.702,0.603,0.503,0.404,0.298,0.199,0.099,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214396.0587,119157
530330000000000.0,8.0,7.4,6.778,6.185,5.583,5.019,4.467,3.98,3.412,2.8,2.205,2.207,2.191,2.185,3.0,2.804,2.601,2.401,2.201,2.0,1.8,1.601,1.399,1.2,1,1.0,1.0,1.0,13.588,8.085,13.65057527,8.155242819,13.533,8.085,43177.561,119157
530330000000000.0,87.995,89.19,90.242,87.797,91.725,94.403,97.82,100.355,101.966,103.148,106.435,106.409,113.164,114.97,43.002,42.957,42.824,41.706,42.456,42.337,42.247,42.155,42.023,41.923,43,42.975,47.127,48.442,115.024,48.442,19.32965698,8.172669334,114.573,48.442,258175.8533,119157
530330000000000.0,43.998,43.686,43.232,42.952,42.639,42.555,42.551,42.732,42.585,38.913,39.967,40.001,39.583,42.012,17.001,16.931,16.826,16.733,16.64,16.541,16.454,16.366,16.261,15.543,16,16.0,15.977,17.058,42.022,17.058,17.40826278,7.095413407,41.851,17.058,104717.7934,119157
530330000000000.0,96.995,95.827,94.527,93.973,93.668,94.177,95.524,95.752,95.005,93.747,92.677,108.195,107.4,107.047,47.002,46.963,46.827,46.721,46.619,46.499,46.41,46.321,46.185,46.086,46,55.395,55.395,55.395,123.598,64.633,25.54849335,13.41685201,123.05,64.62,209782.278,119157
530330000000000.0,195.989,188.819,181.371,175.316,169.704,167.197,161.242,156.34,149.843,142.395,134.853,133.793,132.787,131.99,74.004,73.903,73.65,73.446,73.24,74.064,73.887,73.707,73.455,73.26,73,72.668,72.668,72.573,132.052,72.556,8.011348987,4.420113433,131.506,72.556,714992.5719,119157
530330000000000.0,52.997,52.529,51.98,51.827,51.799,52.209,52.149,52.408,52.166,51.656,51.246,51.293,53.38,53.226,24.001,23.832,23.614,23.412,23.211,23.002,22.808,22.609,22.392,22.192,22,22.0,23.529,23.529,53.247,23.529,10.18235089,4.52198407,52.934,23.508,226440.6333,119157
530330000000000.0,109.994,109.713,109.265,109.632,110.279,111.791,114.194,115.105,114.878,114.502,113.598,116.339,115.486,124.496,45.002,45.08,45.067,45.082,45.1,45.101,45.133,45.162,45.083,45.104,45,46.114,46.114,50.906,129.349,53.399,16.5953573,6.878161771,128.839,53.399,338153.644,119157
530330000000000.0,21.999,22.305,22.578,23.027,23.527,24.23,25.13,25.812,26.231,26.534,26.873,26.9,26.607,26.528,12.001,12.016,12.007,12.005,12.005,11.999,12.002,12.005,11.996,11.996,12,12.0,11.98,11.98,26.54,11.98,13.09900921,5.936975271,26.432,11.98,87888.29855,119157
530330000000000.0,437.975,446.53,452.392,462.025,472.637,487.949,507.669,519.536,529.027,537.112,539.699,542.876,538.564,538.742,316.015,317.702,317.843,318.188,318.554,318.801,319.262,317.906,318.042,319.058,318,319.521,319.521,320.804,539.241,320.804,35.54450449,21.31343497,533.125,319.676,653299.474,119157
530330000000000.0,103.994,100.363,96.585,93.567,90.794,88.835,87.71,85.593,87.773,84.024,93.658,124.59,155.881,155.348,45.002,43.745,42.397,41.077,39.761,38.431,37.126,35.821,37.772,36.46,43,61.8,81.678,81.673,155.478,81.673,53.39572419,28.22032348,154.229,81.512,125813.0137,119157
530330000000000.0,66.996,65.851,64.604,63.84,63.24,63.148,62.441,62.032,61.117,59.899,58.809,58.859,58.403,58.229,26.001,26.135,26.215,26.312,26.41,26.499,26.605,26.711,26.79,26.891,27,26.998,26.998,26.998,58.254,26.998,14.99528842,6.978604371,58.012,26.998,168510.329,119157
530330000000000.0,24.999,24.833,24.632,24.618,24.67,24.923,25.386,25.524,25.455,25.266,25.127,25.155,24.974,24.896,11.001,11.115,11.206,11.305,11.404,11.5,11.602,11.705,11.796,11.896,12,12.0,12.0,12.0,24.916,12.0,7.97165511,3.854454884,24.818,12.0,135601.0835,119157
530330000000000.0,287.984,289.791,291.166,294.856,299.124,306.223,315.945,323.879,327.437,329.27,331.552,331.951,329.192,327.242,172.008,172.23,172.099,172.079,172.061,171.988,172.031,172.068,171.936,171.939,172,172.0,171.919,171.694,327.538,171.694,58.86645014,31.14833787,322.766,170.787,238827.4709,119157
530330000000000.0,538.97,544.335,548.887,557.632,567.68,582.493,601.987,610.44,618.318,623.489,629.595,630.161,625.192,616.143,272.013,272.682,272.794,273.08,273.388,273.59,273.976,273.154,273.261,273.585,274,274.0,274.0,272.403,612.556,271.576,30.13588634,13.41768404,609.955,271.576,881596.2083,119157
530330000000000.0,65.996,66.468,66.722,67.25,69.758,65.8,70.126,71.428,72.178,72.634,75.7,75.746,75.181,74.976,28.001,28.023,27.987,27.969,28.808,27.764,28.686,28.678,28.641,28.628,30,29.996,29.996,29.996,77.522,31.072,14.93473495,6.018113439,77.005,31.03,224579.9644,119157
530330000000000.0,25.999,26.184,26.284,26.495,26.679,27.021,27.425,27.994,28.302,28.487,28.316,28.339,28.118,28.043,12.001,11.925,11.825,11.732,11.64,11.543,11.454,11.366,11.266,11.175,11,11.0,11.0,11.0,27.969,10.985,11.42752828,4.506763772,27.854,10.985,106167.4451,119157
